0,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5
A1,1,0.010928962,0.01910828,0.037037037,0.096385542,0.172043011,0.2,0.184466019,0.177325581,0.202072539,0.063829787,0.064039409,0.174157303,0.077720207,0.012345679,0.068062827,0.040229885,0.063157895,0.033149171,0.07239819,0.213178295,0.053691275,0.174107143,0.152439024,0.077981651,0.069518717,0.069518717,0.583732057,0.0625,0.06372549,0.057591623,0.050228311,0.058035714,0.050251256,0.063106796,0.053097345,0.042857143,0.171428571,0.143589744,0.113513514,0.151515152,0.143589744,0.137362637,0.073089701,0.037837838,0.037974684,0.123762376,0.048780488,0.037634409,0.093264249,0.057471264,0.038647343,0.055276382,0.038277512,0.050761421,0.055555556,0.038461538,0.063063063,0.054945055,0.088353414,0.020618557,0.031746032,0.076923077,0.097297297,0.106741573,0.056497175,0.024539877,0.031088083,0.042328042,0.060913706,0.024096386,0.096256684,0.048648649,0.043478261,0.039548023,0.021276596,0.03164557,0.056818182,0.059139785,0.071111111,0.12972973,0.129166667,0.03255814,0.016042781,0.071038251,0.098901099,0.057894737,0.08045977,0.045454545,0.26754386,0.072580645,0.054878049,0.111111111,0.06372549,0.250980392,0.046728972,0.018292683,0.017241379,0.051724138,0.052023121,0.036144578,0.058823529,0.034653465,0.032432432,0.03030303,0.036144578,0.070422535,0.041176471,0.03030303,0.043478261,0.01734104,0.039772727,0.01910828,0.057324841,0.15037594,0.052631579,0.035353535,0.026595745,0.0375,0.058641975,0.022222222,0.051546392,0.103030303,0.01910828,0.018181818,0.03125,0.041420118,0.03652968,0.135036496,0.092391304,0.168269231,0.165048544,0.018518519,0.079096045,0.098765432,0.030927835,0.018292683,0.029585799,0.106060606,0.013986014,0.086294416,0.043478261,1,0,0,0,0,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.333333333,0.444444444,0.357142857,0.173913043,0.1,0.285714286,0,0,0.444444444,0.131578947,0.166666667,0,0.153846154,0.178571429,0.210526316,0,0,0,0,0.142857143,0,0,0.181818182,0.066666667,0.037037037,0.035714286,0.24,0,0,0.058823529,0,0.2,0,0,0,0.173913043,0,0.545454545,0.133333333,0.058823529,0.117647059,0.107142857,0.25,0.096774194,0,0.107142857,0.071428571,0.080645161,0.066666667,0.058823529,0.104166667,0.044444444,0.071428571,0.021276596,0.088888889,0.029411765,0.357142857,0,0.181818182,0.047619048,0.1,0.2,0.333333333,0.142857143,0.142857143,0.013513514,0.037037037,0.06185567,0,0,0.146341463,0.128205128,0.022727273,0.147058824,0.088235294,0.035087719,0,0.19047619,0.074074074,0.047619048,0.069767442,0.130434783,0.070175439,0.294117647,0.069767442,0.051282051,0.03030303,0.066666667,0.115384615,0.24,0.151515152,0.142857143,0.217391304,0,0.127659574,0,0.1,0.171428571,0.172413793,0.192307692,0.171428571,0.285714286,0.076923077,0,0.03030303,0.111111111,0.03030303,0.055555556,0,0.210526316,0.133333333,0,0,0,0.151515152,0.09375,0.090909091,0.1,0.090909091,0.130434783,0.115384615,0.227272727,0.148148148,0.363636364,0.454545455,0.333333333,0.104477612,0.285714286,0,0.086956522,0.166666667,0,0.333333333,0.041666667,0.227272727,0,0,0.051948052,0,0.047619048,0.125
H1,0.010928962,1,0.140625,0.08,0.079545455,0.015503876,0.042553191,0.037174721,0.019230769,0.043165468,0.076190476,0.066115702,0.008264463,0.061403509,0.184615385,0.147058824,0.119047619,0.138613861,0.111111111,0.119402985,0.051162791,0.029411765,0.035294118,0.021052632,0.104477612,0.118811881,0.13,0.016666667,0.070921986,0.101694915,0.08490566,0.125984252,0.079136691,0.099099099,0.081967213,0.110294118,0.073170732,0.017241379,0.0625,0.043859649,0.052238806,0.0625,0.043478261,0.063063063,0.153846154,0.017809439,0.044776119,0.103448276,0.191011236,0.087719298,0.08988764,0.132743363,0.138888889,0.150442478,0.212121212,0.084210526,0.02739726,0.13740458,0.019417476,0.082352941,0.193548387,0.186813187,0.10483871,0.094339623,0.089108911,0.075268817,0.126760563,0.142857143,0.157894737,0.140186916,0.121621622,0.072727273,0.163043478,0.117021277,0.182926829,0.206896552,0.027027027,0.112359551,0.134020619,0.115942029,0.089285714,0.115151515,0.173913043,0.197674419,0.101010101,0.086538462,0.151515152,0.10989011,0.2125,0.02020202,0.098159509,0.023809524,0.074534161,0.101694915,0.01754386,0.10483871,0.15942029,0.125,0.11627907,0.130952381,0.133333333,0.130769231,0.150943396,0.168539326,0.121621622,0.103896104,0.1015625,0.097560976,0.17,0.129032258,0.236111111,0.215189873,0.028169014,0.025974026,0.023364486,0.033783784,0.191919192,0.177777778,0,0.075630252,0.054347826,0.13592233,0.104651163,0.089552239,0.025316456,0,0.011363636,0.157024793,0.087378641,0.065420561,0.083333333,0.085106383,0.098591549,0.155555556,0.118012422,0.215053763,0.038961039,0.048192771,0.109243697,0.035714286,0.024193548,0.153846154,0,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043478261,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.090909091,0,0,0,0,0,0.076923077,0,0.076923077,0,0,0,0.2,0,0,0,0,0,0,0,0.071428571,0,0.076923077,0,0,0,0,0.333333333,1,0.266666667,0.388888889,0.137931034,0.0625,0.2,0,0,0.266666667,0.139534884,0.11627907,0,0.125,0.258064516,0.16,0,0.034482759,0,0,0.076923077,0,0,0.055555556,0.047619048,0.03030303,0.029411765,0.15625,0,0,0.043478261,0,0.25,0,0,0,0.137931034,0,0.277777778,0.045454545,0.090909091,0.166666667,0.088235294,0.181818182,0.212121212,0,0.088235294,0.105263158,0.106060606,0,0.043478261,0.134615385,0.05,0.05,0.018867925,0.078431373,0.025,0.25,0,0.142857143,0.076923077,0.0625,0.058823529,0.181818182,0.12195122,0.076923077,0.0125,0.133333333,0.068627451,0,0,0.127659574,0.111111111,0.02,0.184210526,0.102564103,0.06557377,0,0.148148148,0.029411765,0.037037037,0.06122449,0.066666667,0.13559322,0.217391304,0.06122449,0.068181818,0.025641026,0.047619048,0.060606061,0.193548387,0.1,0.095238095,0.214285714,0,0.134615385,0,0.037037037,0.175,0.212121212,0.193548387,0.205128205,0.222222222,0.084337349,0,0.052631579,0.118644068,0.025641026,0.041666667,0,0.208333333,0.111111111,0,0,0,0.1,0.171428571,0.14893617,0,0.058823529,0.16,0.129032258,0.178571429,0.193548387,0.235294118,0.294117647,0.368421053,0.066666667,0.178571429,0,0.08,0.096774194,0,0.222222222,0.033333333,0.269230769,0,0,0.035714286,0.125,0.076923077,0.135135135
F3,0.01910828,0.140625,1,0.142857143,0.09375,0.00952381,0.016666667,0.020080321,0.006872852,0.016949153,0.128205128,0.106382979,0.010416667,0.103448276,0.106382979,0.082352941,0.210526316,0.071428571,0.119402985,0.059322034,0.025510204,0.022727273,0.013422819,0.007575758,0.051282051,0.060240964,0.060240964,0.018604651,0.076923077,0.071428571,0.084337349,0.063063063,0.077586207,0.065934066,0.091836735,0.076923077,0.07,0.033333333,0.057142857,0.056179775,0.054545455,0.057142857,0.055555556,0.039408867,0.052631579,0.009025271,0.045454545,0.107526882,0.094594595,0.03125,0.125,0.04040404,0.076923077,0.105263158,0.079545455,0.098591549,0.041666667,0.042016807,0.012658228,0.025806452,0.102564103,0.106666667,0.056603774,0.034090909,0.049382716,0.086956522,0.1,0.048192771,0.049382716,0.043010753,0.035714286,0.068965517,0.051282051,0.081081081,0.125,0.095890411,0.02,0.057142857,0.133333333,0.032,0.054347826,0.032467532,0.111111111,0.068493151,0.063291139,0.047619048,0.047058824,0.04109589,0.090909091,0.029069767,0.033557047,0.016666667,0.04964539,0.060606061,0.024752475,0.046728972,0.078431373,0.101694915,0.075757576,0.09375,0.090909091,0.051724138,0.054347826,0.053333333,0.054545455,0.071428571,0.035714286,0.06557377,0.069767442,0.066666667,0.185185185,0.092307692,0.043478261,0.038461538,0.005181347,0.032258065,0.068965517,0.08,0,0.035874439,0.090909091,0.095238095,0.129032258,0.297297297,0.018181818,0,0.032258065,0.095238095,0.036458333,0.098765432,0.056451613,0.05785124,0.039215686,0.053333333,0.026490066,0.086419753,0.018518519,0.033333333,0.091836735,0.03125,0.03030303,0.038961039,0,0.125,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0.083333333,0,0,0,0,0,0.071428571,0,0.363636364,0,0,0,0.1875,0,0,0,0,0,0,0,0.066666667,0,0.071428571,0,0,0,0,0.444444444,0.266666667,1,0.285714286,0.181818182,0,0.307692308,0,0,0.5,0.105263158,0.108108108,0,0.16,0.142857143,0.222222222,0,0,0,0,0,0,0,0.090909091,0.071428571,0.038461538,0.037037037,0.153846154,0,0,0,0,0.210526316,0.035714286,0,0,0.181818182,0,0.333333333,0,0,0.076923077,0.034482759,0.266666667,0.03125,0,0.034482759,0,0.047619048,0,0.0625,0.083333333,0.029411765,0.076923077,0.02173913,0.090909091,0.03030303,0.285714286,0,0.19047619,0,0,0,0.266666667,0.114285714,0,0.01369863,0.038461538,0.040816327,0,0,0.095238095,0.102564103,0.023255814,0.085714286,0.028571429,0.01754386,0,0.2,0,0,0.022727273,0.041666667,0.034482759,0.235294118,0.022727273,0,0,0.071428571,0.037037037,0.153846154,0.121212121,0.114285714,0.173913043,0,0.083333333,0,0,0.111111111,0.137931034,0.153846154,0.111111111,0.181818182,0.050632911,0,0,0.072727273,0.03125,0.058823529,0,0.222222222,0.178571429,0,0,0,0.121212121,0.096774194,0.093023256,0,0,0.085106383,0.037037037,0.181818182,0.153846154,0.4,0.363636364,0.266666667,0.057971014,0.181818182,0,0.057142857,0.08,0,0.363636364,0.043478261,0.181818182,0,0,0.038961039,0,0,0.129032258
J7,0.037037037,0.08,0.142857143,1,0.130434783,0.055555556,0.04,0.031496063,0.013468013,0.040650407,0.090909091,0.066666667,0.060606061,0.072164948,0.071428571,0.086956522,0.184615385,0.076923077,0.152777778,0.081300813,0.024509804,0.06,0.032467532,0.02238806,0.06504065,0.090909091,0.090909091,0.03652968,0.089430894,0.076190476,0.088888889,0.076923077,0.072580645,0.09375,0.08490566,0.080645161,0.105769231,0.041237113,0.072072072,0.0625,0.05982906,0.072072072,0.084210526,0.042857143,0.086419753,0.010771993,0.078947368,0.099009901,0.085365854,0.080808081,0.176470588,0.11,0.092783505,0.076190476,0.095744681,0.088607595,0.074074074,0.073170732,0.047619048,0.037267081,0.119047619,0.070588235,0.081081081,0.087912088,0.068965517,0.064102564,0.105263158,0.079545455,0.094117647,0.09375,0.064516129,0.074468085,0.071428571,0.073170732,0.111111111,0.047619048,0.092592593,0.051282051,0.107142857,0.078740157,0.071428571,0.04375,0.123809524,0.075,0.12195122,0.066666667,0.077777778,0.076923077,0.095890411,0.033519553,0.051948052,0.078125,0.04,0.13,0.038647343,0.061946903,0.125,0.057971014,0.112676056,0.068493151,0.096774194,0.111111111,0.082474227,0.0875,0.1,0.096774194,0.050847458,0.089552239,0.086956522,0.073170732,0.074626866,0.097222222,0.076923077,0.050847458,0.025380711,0.070866142,0.086021505,0.072289157,0.068965517,0.039130435,0.126760563,0.111111111,0.130434783,0.076923077,0.049180328,0.016666667,0.043478261,0.098214286,0.045454545,0.077777778,0.061068702,0.046153846,0.070175439,0.074074074,0.065359477,0.103448276,0.05,0.076923077,0.08490566,0.078947368,0.057692308,0.073170732,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357142857,0.388888889,0.285714286,1,0.185185185,0.066666667,0.210526316,0,0,0.285714286,0.142857143,0.119047619,0,0.129032258,0.225806452,0.166666667,0,0,0,0,0.083333333,0,0,0.058823529,0.105263158,0.03125,0.03030303,0.2,0,0,0.045454545,0,0.16,0,0,0,0.142857143,0,0.294117647,0.1,0.095238095,0.107142857,0.090909091,0.19047619,0.114285714,0,0.090909091,0.052631579,0.107692308,0,0.045454545,0.137254902,0.057971014,0.111111111,0.019230769,0.08,0.025641026,0.263157895,0,0.148148148,0.038461538,0.066666667,0.0625,0.19047619,0.125,0.083333333,0.012658228,0.03125,0.069306931,0,0,0.155555556,0.113636364,0.020408163,0.189189189,0.135135135,0.084745763,0,0.153846154,0.03030303,0.038461538,0.085106383,0.107142857,0.1,0.227272727,0.085106383,0.095238095,0.026315789,0.05,0.0625,0.2,0.102564103,0.097560976,0.269230769,0,0.16,0,0.038461538,0.179487179,0.21875,0.2,0.210526316,0.28,0.098765432,0,0.054054054,0.140350877,0.026315789,0.043478261,0,0.166666667,0.147058824,0,0,0,0.102564103,0.081081081,0.104166667,0,0.0625,0.14,0.172413793,0.185185185,0.2,0.25,0.3125,0.388888889,0.067567568,0.185185185,0,0.066666667,0.1,0,0.235294118,0.034482759,0.28,0,0,0.036144578,0,0.08,0.138888889
L1,0.096385542,0.079545455,0.09375,0.130434783,1,0.163636364,0.180327869,0.065637066,0.053511706,0.173553719,0.078431373,0.086206897,0.178217822,0.082568807,0.104477612,0.106796117,0.151898734,0.098039216,0.141176471,0.088888889,0.093137255,0.080645161,0.161073826,0.090909091,0.074074074,0.1,0.1,0.110599078,0.104477612,0.104347826,0.098039216,0.085271318,0.097014925,0.081818182,0.093220339,0.088235294,0.102564103,0.15,0.108333333,0.094339623,0.104,0.108333333,0.147058824,0.063926941,0.0625,0.017857143,0.10483871,0.077586207,0.051020408,0.130841121,0.13253012,0.050420168,0.071428571,0.058333333,0.063636364,0.075268817,0.090909091,0.057971014,0.040816327,0.046242775,0.038461538,0.071428571,0.107438017,0.153061224,0.080808081,0.08988764,0.084507042,0.058252427,0.038834951,0.091743119,0.038961039,0.095238095,0.04,0.108695652,0.056179775,0.03030303,0.057971014,0.066666667,0.103092784,0.078571429,0.122641509,0.083832335,0.090909091,0.063829787,0.081632653,0.111111111,0.057142857,0.076923077,0.08045977,0.081521739,0.053892216,0.092105263,0.0625,0.058333333,0.111650485,0.05511811,0.069444444,0.035714286,0.068965517,0.033707865,0.051282051,0.051094891,0.0625,0.041237113,0.066666667,0.078947368,0.022222222,0.074074074,0.106796117,0.096774194,0.061728395,0.081395349,0.09375,0.117647059,0.096446701,0.063829787,0.074766355,0.095744681,0.070422535,0.06302521,0.068181818,0.065420561,0.46031746,0.044776119,0.054054054,0.013513514,0.036144578,0.096,0.06763285,0.11,0.141791045,0.127819549,0.041666667,0.052083333,0.092592593,0.089108911,0.040540541,0.076923077,0.277227723,0.078431373,0.05982906,0.03030303,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173913043,0.137931034,0.181818182,0.185185185,1,0,0.148148148,0,0,0.181818182,0.076923077,0.078431373,0,0.102564103,0.095238095,0.125,0,0,0,0,0,0,0,0.04,0.074074074,0.025,0.024390244,0.1,0,0,0,0,0.121212121,0,0,0,0.111111111,0,0.153846154,0,0,0.060606061,0.023255814,0.137931034,0.02173913,0,0.023255814,0.037037037,0.052631579,0,0.068965517,0.064516129,0.033557047,0.076923077,0.016666667,0.068965517,0.021276596,0.142857143,0,0.114285714,0,0,0,0.137931034,0.081632653,0,0.011494253,0.025,0.045045045,0,0,0.090909091,0.075471698,0.01754386,0.06122449,0.020408163,0.014084507,0,0.117647059,0,0,0.017241379,0.026315789,0.027777778,0.129032258,0.017241379,0.018867925,0,0.035714286,0.05,0.1,0.085106383,0.081632653,0.138888889,0,0.081967213,0,0,0.08,0.093023256,0.128205128,0.102040816,0.111111111,0.054347826,0,0,0.073529412,0.02173913,0.032258065,0,0.125,0.119047619,0,0,0,0.108695652,0.066666667,0.070175439,0,0,0.06557377,0.024390244,0.142857143,0.128205128,0.166666667,0.16,0.137931034,0.048192771,0.111111111,0,0.047619048,0.051282051,0,0.16,0.027027027,0.111111111,0,0,0.056179775,0,0,0.088888889
L4,0.172043011,0.015503876,0.00952381,0.055555556,0.163636364,1,0.161290323,0.110320285,0.103773585,0.171052632,0.081481481,0.094594595,0.684782609,0.092198582,0.037735849,0.094890511,0.049586777,0.088235294,0.055555556,0.102409639,0.126086957,0.084210526,0.161111111,0.102040816,0.110429448,0.089552239,0.089552239,0.144628099,0.101796407,0.086666667,0.096296296,0.093167702,0.089285714,0.091549296,0.085526316,0.082352941,0.085526316,0.170542636,0.141891892,0.117647059,0.12987013,0.141891892,0.125,0.130252101,0.061538462,0.029772329,0.116129032,0.066225166,0.045112782,0.162962963,0.092436975,0.045454545,0.068493151,0.058441558,0.0625,0.096774194,0.090909091,0.089820359,0.086614173,0.074257426,0.028571429,0.036764706,0.156462585,0.15503876,0.1,0.064,0.036697248,0.066176471,0.04379562,0.09929078,0.064220183,0.070921986,0.052631579,0.086614173,0.04,0.014705882,0.101010101,0.073170732,0.091603053,0.093567251,0.174242424,0.118556701,0.063291139,0.046153846,0.136,0.106060606,0.088888889,0.098360656,0.074380165,0.124401914,0.098445596,0.133333333,0.113513514,0.093959732,0.11814346,0.075949367,0.036697248,0.033613445,0.093220339,0.049180328,0.063063063,0.071428571,0.083916084,0.078740157,0.054545455,0.063063063,0.054545455,0.088495575,0.086956522,0.095238095,0.008264463,0.075,0.06,0.098039216,0.125,0.050847458,0.086330935,0.069230769,0.076923077,0.107279693,0.056910569,0.048951049,0.142857143,0.019230769,0.075471698,0.037383178,0.060869565,0.074534161,0.107758621,0.105263158,0.145454545,0.148148148,0.018348624,0.0703125,0.139037433,0.065693431,0.086538462,0.100917431,0.170212766,0.045977011,0.111111111,0.045454545,0.5,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0625,0,0.066666667,0,1,0,0,0,0,0.025641026,0.026315789,0.4,0,0.034482759,0,0,0,0,0,0.25,0,0,0,0,0,0,0.037037037,0,0,0.071428571,0,0,0,0,0,0.043478261,0,0.076923077,0.076923077,0.071428571,0.018867925,0.037037037,0,0.033333333,0,0.037037037,0.090909091,0.015873016,0,0,0.020408163,0.00729927,0,0,0,0,0.066666667,0,0,0.055555556,0.142857143,0.125,0,0.027777778,0.25,0,0,0.01010101,0,0,0.023255814,0,0,0.028571429,0.03030303,0.018181818,0,0,0.04,0.055555556,0.023809524,0.045454545,0.01754386,0.055555556,0.023809524,0.027027027,0.033333333,0,0.04,0.037037037,0,0,0.041666667,0,0.020408163,0,0.055555556,0.027027027,0.033333333,0.037037037,0.027027027,0.043478261,0.0125,0,0.033333333,0.017857143,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0.125,0.020833333,0.04,0.043478261,0,0,0.083333333,0.0625,0.014285714,0.043478261,0,0.014084507,0.041666667,0,0,0,0.043478261,0,0,0,0,0.055555556,0
L7,0.2,0.042553191,0.016666667,0.04,0.180327869,0.161290323,1,0.276264591,0.269896194,0.779816514,0.031847134,0.040935673,0.171232877,0.036585366,0.016129032,0.044025157,0.051470588,0.037974684,0.049295775,0.041884817,0.216814159,0.043859649,0.704545455,0.27340824,0.036842105,0.038461538,0.038461538,0.262931034,0.058201058,0.059171598,0.044585987,0.037837838,0.041884817,0.049079755,0.052325581,0.047120419,0.040229885,0.143835616,0.075581395,0.056603774,0.079545455,0.075581395,0.083333333,0.06741573,0.026666667,0.031141869,0.073863636,0.041176471,0.013071895,0.094936709,0.050359712,0.029069767,0.02994012,0.028735632,0.062893082,0.034013605,0.042016807,0.106145251,0.040540541,0.040178571,0.01910828,0.026143791,0.056818182,0.092715232,0.052980132,0.049295775,0.048780488,0.032051282,0.012738854,0.042682927,0.007633588,0.050314465,0.006451613,0.084507042,0.020979021,0.013157895,0.024590164,0.027777778,0.032467532,0.051813472,0.082278481,0.131067961,0.027932961,0.013333333,0.032679739,0.058823529,0.01875,0.02739726,0.035460993,0.18957346,0.055555556,0.046511628,0.062200957,0.040697674,0.265765766,0.027624309,0.015748031,0.007246377,0.021126761,0.014084507,0.022900763,0.037037037,0.030120482,0.026845638,0.023255814,0.030769231,0.021505376,0.02962963,0.0375,0.062068966,0.014705882,0.028368794,0.051724138,0.075630252,0.31372549,0.041237113,0.063694268,0.061643836,0.075630252,0.066433566,0.013888889,0.024691358,0.180327869,0.016666667,0.031746032,0.007936508,0.037593985,0.044198895,0.083333333,0.072368421,0.145251397,0.12849162,0.007936508,0.047945205,0.12254902,0.018867925,0.032,0.070866142,0.152866242,0.019047619,0.047619048,0.01986755,0.333333333,0,0,0,0,0.5,1,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0.2,0.307692308,0.210526316,0.148148148,0,1,0.090909091,0.066666667,0.545454545,0.093023256,0.095238095,0,0.133333333,0.121212121,0.173913043,0,0,0,0,0,0,0.090909091,0.133333333,0.052631579,0.032258065,0.03125,0.129032258,0,0,0,0,0.166666667,0,0,0,0.148148148,0.090909091,0.235294118,0,0,0.070175439,0.029411765,0.2,0.027027027,0,0.029411765,0,0.044117647,0,0.047619048,0.075471698,0.028368794,0.055555556,0.019607843,0.081632653,0.026315789,0.210526316,0,0.153846154,0,0,0,0.2,0.1,0,0.012820513,0.032258065,0.038834951,0,0,0.085106383,0.090909091,0.020833333,0.075,0.025,0.016129032,0,0.16,0,0,0.020408163,0.034482759,0.031746032,0.181818182,0.020408163,0,0,0.052631579,0.03125,0.129032258,0.105263158,0.1,0.142857143,0,0.075471698,0,0,0.097560976,0.117647059,0.129032258,0.097560976,0.148148148,0.047619048,0,0,0.066666667,0.027027027,0.045454545,0,0.173913043,0.117647059,0,0,0,0.105263158,0.083333333,0.083333333,0,0,0.076923077,0.03125,0.148148148,0.129032258,0.266666667,0.25,0.2,0.054054054,0.148148148,0,0.053333333,0.066666667,0,0.25,0.035714286,0.148148148,0,0,0.036585366,0,0,0.111111111
