0,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5,A1,H1,F3,J7,L1,L4,L7,L10,L11,L13,N3,R1,Y12,Y33,Y35,Z6,Z8,Z9,Z14,Z19,Z20,Z21,Z22,Z25,Z27,Z29,Z30,Z32,Z35,Z36,Z37,Z38,Z40,Z41,Z42,Z43,Z45,Z47,B2,B6,C2,D2,Q2,S6,Y34,Z1,Z31,A5,D3,D5,E1,F1,F6,F7,J4,J8,K1,L12,L18,L21,L23,L24,M2,Q3,Q4,Y2,Y8,Y9,Y14,Y15,Y16,Y20,Y31,Z3,Z11,Z12,Z13,Z49,F4,J1,L3,L8,M3,S4,Y6,Y17,Y18,Y22,Y23,D1,J9,K3,L2,N2,Q8,Y3,Y4,Y10,Y11,Y13,Y19,Y21,Y24,Y25,Y26,Y28,Y29,Y32,Y39,Z2,Z10,Z28,A6,A7,G2,S5,B7,F2,G1,C3,X1,Z4,A2,F5,K2,S1,Z16,Z18,Z23,Z34,Z48,Z50,D4,J6,L6,B5,L22,P1,S2,T1,W2,Y5
N3,0.131578947,0.139534884,0.105263158,0.142857143,0.076923077,0.025641026,0.093023256,0,0.025,0.105263158,1,0.267857143,0,0.255319149,0.169811321,0.155555556,0.021276596,0.019230769,0.021276596,0,0.027777778,0,0,0.05,0.046511628,0.055555556,0.054545455,0.153846154,0,0,0.068181818,0.02173913,0.104166667,0.035087719,0.020833333,0.041666667,0.098039216,0,0.12195122,0.022222222,0.119047619,0.146666667,0.090909091,0.088888889,0.05,0,0.090909091,0.073170732,0.090909091,0,0.02173913,0.138888889,0.082802548,0.023255814,0.013157895,0.068493151,0.015873016,0.11627907,0,0.078431373,0.02,0.025641026,0.025,0.088888889,0.095238095,0.027777778,0.02970297,0.017857143,0.081967213,0,0,0.085714286,0.089552239,0.027777778,0.172413793,0.118644068,0.1,0,0.08,0.054545455,0.040816327,0.041666667,0.057692308,0.111111111,0.159090909,0.041666667,0.111111111,0.06779661,0.022727273,0.035714286,0.176470588,0.098360656,0.078125,0.212765957,0,0.171428571,0,0.133333333,0.186440678,0.105263158,0.153846154,0.166666667,0.166666667,0.13,0.02173913,0.032786885,0.171052632,0.032786885,0.066666667,0,0.083333333,0.105263158,0,0,0,0.063492063,0.066666667,0.1,0,0.025,0.208955224,0.137254902,0.098039216,0.111111111,0.128205128,0.125,0.195121951,0.06185567,0.12,0,0.083333333,0.14,0,0.097560976,0.018867925,0.166666667,0,0,0.028037383,0,0.085106383,0.160714286,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R1,0.166666667,0.11627907,0.108108108,0.119047619,0.078431373,0.026315789,0.095238095,0,0,0.108108108,0.267857143,1,0.027027027,0.45,0.173076923,0.085106383,0.044444444,0.04,0.044444444,0,0.028571429,0,0,0.051282051,0.023255814,0.018181818,0.017857143,0.229166667,0,0,0.045454545,0,0.106382979,0.01754386,0.021276596,0,0.1,0,0.153846154,0.071428571,0.022222222,0.118421053,0.092592593,0.090909091,0.050847458,0,0.092592593,0.048780488,0.091954023,0.023255814,0.022222222,0.08,0.062893082,0.048780488,0.013333333,0.054794521,0.016129032,0.119047619,0,0.125,0.041666667,0.026315789,0.052631579,0.11627907,0.079365079,0.028571429,0.009803922,0.018181818,0.073770492,0,0,0.102941176,0.074626866,0.013888889,0.155172414,0.120689655,0.06097561,0,0.081632653,0.117647059,0.041666667,0.072463768,0.08,0.085365854,0.136363636,0.072463768,0.095238095,0.068965517,0.023255814,0.055555556,0.134615385,0.1,0.096774194,0.12,0,0.14084507,0.025641026,0.086956522,0.189655172,0.087719298,0.134615385,0.112903226,0.170212766,0.108910891,0.022222222,0.016393443,0.142857143,0.016393443,0.02173913,0,0.085106383,0.127272727,0,0,0,0.118644068,0.05,0.085714286,0.026315789,0.025641026,0.15942029,0.075471698,0.1,0.113207547,0.131578947,0.128205128,0.142857143,0.073684211,0.12244898,0,0.095744681,0.142857143,0,0.1,0.019230769,0.12244898,0,0,0.038095238,0,0.020408163,0.084745763,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y12,0,0,0,0,0,0.4,0,0,0,0,0,0.027027027,1,0.04,0.035714286,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0.052631579,0.04,0.066666667,0,0.095238095,0,0,0.083333333,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0.010204082,0,0,0.023809524,0,0,0,0.03125,0.018518519,0,0,0.041666667,0,0.024390244,0,0.017857143,0,0.024390244,0,0.034482759,0,0,0.038461538,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0.012658228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0.038461538,0,0,0,0.014492754,0,0,0.014285714,0,0,0,0,0.045454545,0,0,0,0,0,0,0.5,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y33,0.153846154,0.125,0.16,0.129032258,0.102564103,0,0.133333333,0,0.037037037,0.16,0.255319149,0.45,0.04,1,0.195121951,0.181818182,0.060606061,0.081081081,0.060606061,0,0,0,0,0.16,0.066666667,0.1,0.097560976,0.175,0,0,0.096774194,0.03030303,0.176470588,0.069767442,0.058823529,0.057142857,0.162162162,0,0.137931034,0.03125,0.03030303,0.089552239,0.02173913,0.125,0.020408163,0,0.02173913,0.033333333,0.050632911,0,0.03030303,0.078125,0.039735099,0.068965517,0.015873016,0.06557377,0.02,0.129032258,0,0.135135135,0.027027027,0,0,0.125,0.076923077,0,0.034090909,0.023255814,0.072072072,0,0,0.086206897,0.071428571,0.033898305,0.12244898,0.06,0.086956522,0,0.138888889,0.046511628,0.027027027,0.050847458,0.024390244,0.1,0.151515152,0.050847458,0.036363636,0.063829787,0.032258065,0.022727273,0.119047619,0.125,0.076923077,0.1,0,0.095238095,0,0.085714286,0.163265306,0.086956522,0.146341463,0.075471698,0.162162162,0.086956522,0.03030303,0.020408163,0.169230769,0.041666667,0.029411765,0,0.114285714,0.19047619,0,0,0,0.102040816,0.085106383,0.163636364,0,0,0.152542373,0.046511628,0.102564103,0.146341463,0.24,0.142857143,0.125,0.097560976,0.131578947,0,0.096385542,0.128205128,0,0.142857143,0.025,0.162162162,0,0,0.043010753,0,0,0.130434783,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.2,0,0,0.1,0,0,0,0,0,0,0.066666667,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0
Y35,0.178571429,0.258064516,0.142857143,0.225806452,0.095238095,0.034482759,0.121212121,0,0,0.142857143,0.169811321,0.173076923,0.035714286,0.195121951,1,0.166666667,0,0.023809524,0,0,0.038461538,0,0,0.066666667,0.029411765,0.02173913,0.021276596,0.136363636,0,0,0.027777778,0,0.131578947,0.020833333,0.026315789,0,0.12195122,0,0.161290323,0.058823529,0.121212121,0.169230769,0.063829787,0.114285714,0.104166667,0,0.063829787,0.133333333,0.116883117,0,0.027777778,0.161290323,0.066666667,0.03030303,0.015151515,0.096774194,0.018867925,0.151515152,0,0.097560976,0.108108108,0.034482759,0.033333333,0.114285714,0.113207547,0.038461538,0.032967033,0.02173913,0.109090909,0,0,0.118644068,0.105263158,0.015873016,0.208333333,0.142857143,0.130434783,0,0.128205128,0.043478261,0.051282051,0.083333333,0.046511628,0.126760563,0.205882353,0.083333333,0.111111111,0.104166667,0.029411765,0.043478261,0.219512195,0.117647059,0.072727273,0.205128205,0,0.180327869,0,0.078947368,0.2,0.152173913,0.19047619,0.2,0.210526316,0.131868132,0.027777778,0.039215686,0.161764706,0.039215686,0.085714286,0,0.105263158,0.104166667,0,0,0,0.075471698,0.058823529,0.098360656,0,0.068965517,0.183333333,0.170731707,0.12195122,0.219512195,0.214285714,0.166666667,0.3,0.094117647,0.15,0,0.08045977,0.068181818,0,0.129032258,0.023255814,0.210526316,0,0,0.030927835,0,0.078947368,0.145833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z6,0.210526316,0.16,0.222222222,0.166666667,0.125,0,0.173913043,0,0.05,0.222222222,0.155555556,0.085106383,0,0.181818182,0.166666667,1,0.037037037,0.137931034,0.037037037,0.1,0,0,0,0.157894737,0.136363636,0.275862069,0.266666667,0.142857143,0.117647059,0.333333333,0.227272727,0.173913043,0.32,0.147058824,0.115384615,0.153846154,0.2,0,0.181818182,0,0.08,0.118644068,0.052631579,0.16,0.023809524,0,0.052631579,0.043478261,0.055555556,0,0.038461538,0.107142857,0.041666667,0.043478261,0.017857143,0.074074074,0.023255814,0.166666667,0,0.129032258,0,0,0,0.16,0.088888889,0,0.037037037,0.027777778,0.066666667,0,0,0.098039216,0.081632653,0.018867925,0.090909091,0.045454545,0.0625,0,0.172413793,0,0,0.018518519,0.029411765,0.076923077,0.192307692,0.018518519,0.020408163,0.023809524,0.041666667,0.027027027,0.176470588,0.175,0.088888889,0.193548387,0,0.087719298,0,0,0.086956522,0.102564103,0.142857143,0.136363636,0.161290323,0.081395349,0,0,0.112903226,0.048780488,0.076923077,0,0.142857143,0.102564103,0,0.055555556,0,0.093023256,0.1,0.14,0,0,0.12962963,0.055555556,0.125,0.111111111,0.263157895,0.19047619,0.208333333,0.077922078,0.125,0,0.05,0.057142857,0,0.19047619,0.03030303,0.2,0,0,0.034482759,0,0.033333333,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0.25,0,0,0.666666667,1,1,0,0.333333333,0.333333333,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z8,0,0,0,0,0,0,0,0,0.0625,0,0.021276596,0.044444444,0,0.060606061,0,0.037037037,1,0,0.5,0,0,0,0,0.058823529,0.105263158,0.064516129,0.0625,0.028571429,0,0,0.095238095,0.095238095,0.074074074,0.060606061,0.086956522,0.04,0.066666667,0,0,0,0,0.016393443,0.028571429,0,0,0,0.028571429,0,0,0,0,0,0.006896552,0,0,0.018867925,0,0,0,0.107142857,0,0,0,0,0,0,0.012658228,0.03125,0.009345794,0,0,0,0.020833333,0.020408163,0,0,0.032258065,0,0,0.03030303,0.038461538,0.02,0.033333333,0.047619048,0,0.02,0,0.026315789,0,0,0,0.023809524,0.022727273,0,0,0,0,0,0.022222222,0,0,0,0.032258065,0.011363636,0,0.026315789,0.015625,0,0,0,0,0.083333333,0,0,0,0.075,0.052631579,0.06,0,0,0.096153846,0,0.066666667,0,0,0,0,0.025974026,0,0,0,0,0,0,0.034482759,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z9,0,0.034482759,0,0,0,0,0,0,0,0,0.019230769,0.04,0.052631579,0.081081081,0.023809524,0.137931034,0,1,0,0.095238095,0,0,0,0.045454545,0.238095238,0.117647059,0.114285714,0.078947368,0.111111111,0.086956522,0.217391304,0.12,0.214285714,0.333333333,0.304347826,0.24,0.057142857,0,0,0.038461538,0,0.015151515,0,0,0.023255814,0,0,0,0.013157895,0,0,0,0,0,0,0,0,0.074074074,0,0,0.032258065,0,0,0,0,0,0.011904762,0.027027027,0.008928571,0,0,0.017857143,0,0.018518519,0,0.02173913,0.045454545,0,0,0.026315789,0,0.018181818,0,0.028985507,0,0.018181818,0,0.023255814,0,0,0.025,0.066666667,0,0,0,0,0,0.032258065,0.02,0,0,0,0,0.010752688,0,0,0.014492754,0,0,0,0,0.023255814,0,0.052631579,0,0,0.022727273,0.054545455,0,0,0.016393443,0,0,0.025,0,0,0,0.024390244,0,0,0.011904762,0,0,0,0,0.027777778,0,0,0,0.033333333,0.066666667,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.5,0,0.25,0,0,0.666666667,1,1,0,0.333333333,0.333333333,0.333333333,0.5,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z14,0,0,0,0,0,0,0,0,0.0625,0,0.021276596,0.044444444,0,0.060606061,0,0.037037037,0.5,0,1,0,0,0,0,0.058823529,0.105263158,0.064516129,0.0625,0.028571429,0,0,0.095238095,0.15,0.074074074,0.09375,0.136363636,0.04,0.066666667,0,0,0,0,0.016393443,0.028571429,0,0,0,0.028571429,0,0,0,0,0,0.013888889,0,0,0.018867925,0,0,0,0.107142857,0,0,0,0,0,0,0.012658228,0.03125,0.009345794,0,0,0,0.020833333,0.020408163,0,0,0.049180328,0,0,0.03030303,0.038461538,0.02,0.033333333,0.047619048,0,0.02,0,0.026315789,0,0,0,0.023809524,0.022727273,0,0,0,0,0,0.022222222,0,0,0,0.032258065,0.011363636,0,0.026315789,0.015625,0,0,0,0,0.083333333,0,0,0,0.075,0.081081081,0.06,0,0,0.117647059,0,0.032258065,0.028571429,0,0,0,0.039473684,0,0,0,0,0,0,0.034482759,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.095238095,0,1,0,0,0,0,0.071428571,0.08,0.076923077,0,0.125,0.076923077,0.214285714,0.133333333,0.095238095,0.074074074,0.117647059,0.25,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1,0,0.333333333,0,0,0.333333333,0.5,0.5,0,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z20,0.142857143,0.076923077,0,0.083333333,0,0.25,0,0,0,0,0.027777778,0.028571429,0,0,0.038461538,0,0,0,0,0,1,0,0,0,0,0,0,0.041666667,0,0,0.090909091,0,0,0,0,0,0,0,0.1,0.1,0.090909091,0.02,0.041666667,0,0.037037037,0,0.041666667,0.125,0.016666667,0,0,0.02173913,0.007462687,0,0,0,0,0.083333333,0,0,0.066666667,0.25,0.2,0,0.03030303,1,0,0,0.010416667,0,0,0.025,0,0,0.03125,0.033333333,0.019230769,0,0,0.045454545,0.066666667,0.025641026,0.052631579,0.018518519,0.066666667,0.025641026,0.029411765,0.037037037,0,0.045454545,0.041666667,0,0,0.047619048,0,0.02173913,0,0.066666667,0.029411765,0.037037037,0.041666667,0.029411765,0.05,0.012987013,0,0.037037037,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.022222222,0.045454545,0.05,0,0,0.111111111,0.076923077,0.014925373,0.05,0,0.014705882,0.047619048,0,0,0,0.05,0,0,0,0,0.066666667,0,0,0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0.333333333,0,1,0,0,0.2,0.25,0.25,0,0.25,0.25,0.25,0.333333333,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0.1,0,0,0,0,0,0.083333333,0,0.083333333,0,0,0,0.0625,0,0,0,0,0,0,0,0.076923077,0,0.083333333,0,0,0,0
Z22,0,0,0,0,0,0,0.090909091,1,0.2,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.5,1,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z25,0.181818182,0.055555556,0.090909091,0.058823529,0.04,0,0.133333333,0.166666667,0.222222222,0.2,0.05,0.051282051,0,0.16,0.066666667,0.157894737,0.058823529,0.045454545,0.058823529,0,0,0,0.166666667,1,0.153846154,0.08,0.076923077,0.034482759,0,0,0.0625,0.0625,0.095238095,0.035714286,0.055555556,0.052631579,0.083333333,0.166666667,0.066666667,0,0,0.037037037,0.034482759,0.055555556,0.03125,0,0.034482759,0,0.015384615,0,0.0625,0.019607843,0.007194245,0.076923077,0.02173913,0.021276596,0.03030303,0.058823529,0,0.041666667,0,0,0,0.055555556,0.026315789,0,0.027777778,0.038461538,0.02,0,0,0.022222222,0.023809524,0.023255814,0.027027027,0,0.054545455,0,0.090909091,0,0,0.022727273,0.041666667,0.034482759,0.05,0.022727273,0,0,0.071428571,0.037037037,0.034482759,0.057142857,0.026315789,0.038461538,0,0.019607843,0,0,0.025641026,0.03125,0.034482759,0.025641026,0.04,0.024691358,0,0,0.035087719,0.064516129,0.058823529,0,0.047619048,0.03125,0,0,0,0.027777778,0.0625,0.068181818,0,0,0.040816327,0,0.04,0.034482759,0.166666667,0.071428571,0.055555556,0.057971014,0.04,0,0.01369863,0.038461538,0,0.071428571,0.043478261,0.083333333,0,0,0.012658228,0,0,0.029411765,0.333333333,0,0,0,0,0.5,1,1,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z27,0.066666667,0.047619048,0.071428571,0.105263158,0.074074074,0,0.052631579,0,0.076923077,0.071428571,0.046511628,0.023255814,0,0.066666667,0.029411765,0.136363636,0.105263158,0.238095238,0.105263158,0.071428571,0,0,0,0.153846154,1,0.153846154,0.148148148,0.03125,0.090909091,0.0625,0.111111111,0.176470588,0.238095238,0.28,0.375,0.15,0.16,0,0.055555556,0,0,0.017241379,0.064516129,0.047619048,0.028571429,0,0.064516129,0,0.029850746,0,0.052631579,0.018518519,0.014184397,0.133333333,0.020408163,0.02,0.027777778,0.05,0,0.037037037,0,0,0,0.047619048,0.024390244,0,0.013157895,0.034482759,0.019417476,0,0,0.020833333,0.022222222,0.02173913,0.025,0,0.051724138,0,0.038461538,0,0,0.021276596,0.037037037,0.05,0.043478261,0.021276596,0.023809524,0,0.058823529,0.033333333,0.03125,0.081081081,0.024390244,0.071428571,0,0.037735849,0,0,0.023809524,0.028571429,0.064516129,0.048780488,0.035714286,0.023809524,0,0,0.033333333,0.028571429,0.05,0,0.041666667,0.058823529,0,0,0,0.025641026,0.088235294,0.063829787,0,0,0.058823529,0,0.035714286,0.03125,0.0625,0.058823529,0.047619048,0.04109589,0.035714286,0,0.013157895,0.034482759,0,0.058823529,0.038461538,0.115384615,0,0,0.012195122,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.666666667,0,0.333333333,0,0.2,0,0,1,0.666666667,0.666666667,0,0.666666667,0.666666667,0.25,0.333333333,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
